"miRNA"	"hsa.let.7a.2"	"hsa.let.7a.3"	"hsa.let.7b"	"hsa.let.7c"	"hsa.let.7e"	"hsa.let.7g"	"hsa.let.7i"	"hsa.mir.100"	"hsa.mir.101.1"	"hsa.mir.106b"	"hsa.mir.107"	"hsa.mir.10a"	"hsa.mir.122"	"hsa.mir.1225"	"hsa.mir.1227"	"hsa.mir.1234"	"hsa.mir.124.2"	"hsa.mir.124.3"	"hsa.mir.1250"	"hsa.mir.1255b.1"	"hsa.mir.125a"	"hsa.mir.125b.1"	"hsa.mir.125b.2"	"hsa.mir.126"	"hsa.mir.127"	"hsa.mir.128.1"	"hsa.mir.1287"	"hsa.mir.130a"	"hsa.mir.130b"	"hsa.mir.132"	"hsa.mir.133a.1"	"hsa.mir.134"	"hsa.mir.135a.1"	"hsa.mir.136"	"hsa.mir.137"	"hsa.mir.138.1"	"hsa.mir.138.2"	"hsa.mir.140"	"hsa.mir.141"	"hsa.mir.142"	"hsa.mir.143"	"hsa.mir.145"	"hsa.mir.146a"	"hsa.mir.149"	"hsa.mir.150"	"hsa.mir.152"	"hsa.mir.153.2"	"hsa.mir.154"	"hsa.mir.155"	"hsa.mir.15a"	"hsa.mir.15b"	"hsa.mir.16.2"	"hsa.mir.17"	"hsa.mir.181a.1"	"hsa.mir.181a.2"	"hsa.mir.181b.1"	"hsa.mir.181c"	"hsa.mir.182"	"hsa.mir.184"	"hsa.mir.187"	"hsa.mir.18a"	"hsa.mir.191"	"hsa.mir.192"	"hsa.mir.193a"	"hsa.mir.194.1"	"hsa.mir.194.2"	"hsa.mir.195"	"hsa.mir.196a.1"	"hsa.mir.196a.2"	"hsa.mir.199a.1"	"hsa.mir.199a.2"	"hsa.mir.19a"	"hsa.mir.200a"	"hsa.mir.200b"	"hsa.mir.200c"	"hsa.mir.203"	"hsa.mir.204"	"hsa.mir.205"	"hsa.mir.206"	"hsa.mir.208a"	"hsa.mir.20a"	"hsa.mir.21"	"hsa.mir.210"	"hsa.mir.211"	"hsa.mir.212"	"hsa.mir.214"	"hsa.mir.216a"	"hsa.mir.217"	"hsa.mir.218.1"	"hsa.mir.218.2"	"hsa.mir.219.1"	"hsa.mir.219.2"	"hsa.mir.22"	"hsa.mir.221"	"hsa.mir.222"	"hsa.mir.223"	"hsa.mir.224"	"hsa.mir.23b"	"hsa.mir.24.1"	"hsa.mir.24.2"	"hsa.mir.25"	"hsa.mir.26a.2"	"hsa.mir.26b"	"hsa.mir.27a"	"hsa.mir.27b"	"hsa.mir.296"	"hsa.mir.299"	"hsa.mir.29a"	"hsa.mir.29b.2"	"hsa.mir.29c"	"hsa.mir.302a"	"hsa.mir.30a"	"hsa.mir.30b"	"hsa.mir.30c.1"	"hsa.mir.30c.2"	"hsa.mir.30d"	"hsa.mir.30e"	"hsa.mir.31"	"hsa.mir.3187"	"hsa.mir.32"	"hsa.mir.320a"	"hsa.mir.323"	"hsa.mir.33a"	"hsa.mir.34a"	"hsa.mir.34c"	"hsa.mir.3650"	"hsa.mir.3654"	"hsa.mir.429"	"hsa.mir.487a"	"hsa.mir.503"	"hsa.mir.543"	"hsa.mir.564"	"hsa.mir.636"	"hsa.mir.663b"	"hsa.mir.7.1"	"hsa.mir.7.2"	"hsa.mir.7.3"	"hsa.mir.877"	"hsa.mir.9.1"	"hsa.mir.9.2"	"hsa.mir.92a.1"	"hsa.mir.93"	"hsa.mir.935"	"hsa.mir.96"	"hsa.mir.98"	"hsa.mir.99a"	"hsa.mir.99b"	"bcr_patient_barcode"
"TCGA-24-2261-01A-01R-1568-13"	76746.300404	38405.280688	117490.476456	34934.50821	6258.474628	372.98564	357.685408	1401.161186	172.382606	1915.248959	65.280987	19652.977153	0	1.020015	2.720041	2.380036	0	0	0	0	5226.899031	2280.41448	208.423151	96.221455	2967.904875	174.762642	50.660766	50.660766	121.381835	405.966138	3.060046	398.82603	0	1.360021	0	0.68001	0.68001	2018.950527	62.220941	11.22017	2397.036243	610.649233	49.640751	112.541702	1169.617685	27.200411	0	3.060046	422.62639	29.920452	2858.423219	2.720041	390.325902	5051.116373	661.650004	356.665393	122.061846	5649.865426	1.700026	68.001028	8.840134	1034.295639	170.682581	4084.821763	79.221198	137.362077	49.980756	3.400051	0	95.201439	130.561974	0	480.087259	941.474235	81475.771914	304.984611	11.22017	4157.922868	0.340005	0	28.560432	11938.600512	317.564802	7.140108	8.160123	26.520401	0	0.340005	1.700026	1.700026	33.660509	0	9874.429301	842.532739	273.364133	57.120864	79.901208	1892.468614	39.440596	1553.823494	20653.272277	904.07367	89.761357	764.671562	930.254065	68.681038	13.2602	10262.375167	69.021044	72.421095	0	7454.612714	64.940982	5.440082	1293.719561	26913.786936	4254.144323	9.520144	5.100077	4.760072	4664.870533	10.200154	4.420067	56.100848	231.543501	0	0	4.080062	5.100077	9.520144	2.040031	0.68001	1.700026	0	12.240185	0.340005	0	70.041059	10.880165	9.180139	5497.543123	10456.178097	121.04183	3.060046	9.180139	1259.719047	155077.704775	"TCGA-24-2261"
"TCGA-24-0979-01A-01R-1565-13"	18911.705263	9619.904243	126016.837147	24919.9027	1016.194311	58.112326	412.443238	406.786285	129.081362	2536.371631	20.056467	2171.241084	0	3.599879	10.799636	11.828173	0	0	0	0	2064.78753	3020.812441	232.449306	15.428051	3054.754154	83.311477	27.256224	41.655738	84.854282	65.312084	2.057074	497.811788	9.771099	5.142684	0	0	0	487.012152	67.369157	5.142684	2296.208299	1944.44873	4.114147	866.027945	152.223439	5.656952	0	4.114147	27.256224	0.514268	2925.158523	0.514268	306.503952	1794.796633	1161.732262	97.196723	62.226474	273.076508	9.256831	154.280513	37.541591	350.731032	6.171221	2797.619966	3.08561	4.114147	17.485125	0	0	82.797209	132.681241	0	304.961147	308.046757	40709.99892	335.302981	5.142684	212.392839	0	0	10.799636	2903.044983	1290.299356	0	3.08561	50.912569	0	0	0	1.028537	7.714026	0	2150.670349	551.809968	236.049185	10.285368	22.627809	366.159084	85.36855	1232.701297	3354.058349	199.021862	79.19733	1206.47361	465.927149	230.392232	3.08561	4242.714103	62.740742	105.425017	0	4270.998863	125.481484	4.114147	621.236198	35082.36008	2170.212547	48.855496	14.913783	10.285368	2019.531913	24.684882	8.228294	73.026109	177.936858	0	0	10.285368	20.056467	9.771099	6.171221	1.028537	5.656952	0	4.114147	0	0	241.706137	2.057074	1.028537	9363.798592	1808.681879	43.198544	0	5.656952	371.301768	197777.332079	"TCGA-24-0979"
"TCGA-24-1474-01A-01R-1566-13"	39116.107064	19697.538617	16900.141185	80963.556555	3081.177434	122.490351	151.028678	2574.862607	132.110012	2211.88073	82.087774	4804.058727	0	0	3.206554	0.641311	0	0	0	0	2295.571781	9997.072416	613.413719	197.523707	288.269176	103.251029	44.250441	121.84904	58.679932	81.446464	3.847864	33.348158	8.016384	0.641311	0	0	0	632.332386	311.677018	5.771797	2696.711647	353.362216	8.657695	382.221199	192.393221	5.771797	0	0	482.906985	15.391458	2853.832778	7.375073	961.324794	4046.350092	4493.984986	602.190782	835.62789	7514.2379	10.581627	10.902283	20.842599	6037.299274	22.766531	3309.163401	11.222938	16.674079	2.565243	0	0	10.581627	17.636045	1.603277	1052.390919	1029.945043	135898.554902	55.473379	1.923932	681.072002	0.320655	0	33.027503	5626.860402	188.224701	0	4.16852	1.282621	0	0.641311	1.282621	2.885898	22.12522	0	5824.384109	168.985379	53.870102	39.44061	81.767119	1062.972546	53.870102	3473.338949	23390.526494	965.813969	160.968995	2898.403874	845.888861	233.437108	1.923932	5539.642142	16.994735	23.087187	0	14768.744952	58.359277	8.657695	1083.173834	9490.436935	7167.288792	8.657695	0.961966	3.847864	1020.646037	0.961966	7.375073	42.005853	24.049153	0.320655	0	18.598011	1.923932	4.489175	0.320655	0.641311	0.641311	0	6.733763	0	0	58.679932	209.387955	206.502057	10186.579739	8413.355553	14.750147	2.885898	4.809831	3236.374632	149385.640347	"TCGA-24-1474"
"TCGA-09-1661-01B-01R-1566-13"	20261.391454	10070.36445	133434.601723	6762.888166	2223.992674	466.121096	1323.155805	4221.536448	85.124952	1606.630159	61.157732	12173.694572	0.826456	0.826456	4.132279	0.826456	0	0	0	0	7322.398772	11181.94756	45.455071	102.480525	5224.853841	262.812958	101.654069	91.736599	77.686849	65.290012	17.355573	791.744698	9.091014	6.611647	0	0	0	665.296954	207.440417	2.479368	3341.360974	2380.192829	40.496336	1332.246819	310.747397	11.570382	0	5.785191	285.127266	4.958735	1093.401081	0.826456	118.183186	1713.242963	1736.383727	271.077517	197.522947	8514.148098	109.918627	95.042422	2.479368	1208.278443	40.496336	4915.759356	12.396838	24.793675	11.570382	0	0	140.497493	223.143078	0	1217.369457	2095.892019	122291.497588	226.448901	14.876205	161.158889	9.091014	0	11.570382	2325.646743	193.390667	1.652912	2.479368	52.893174	0	0	3.305823	4.958735	14.876205	0	6531.48053	361.987659	133.059391	33.88469	4.958735	502.485153	42.149248	761.992288	25044.917875	1164.476283	308.26803	566.948708	835.546858	1312.411879	12.396838	50650.172812	50.413806	128.927112	0	29643.318187	167.770536	9.91747	1121.500579	8062.903207	7762.899736	3.305823	1.652912	1.652912	2517.384499	35.537601	0	33.88469	39.66988	0	3.305823	26.446587	11.570382	5.785191	9.091014	1.652912	2.479368	0	14.876205	0	0	18.182029	394.219437	414.054377	4466.993833	2831.437719	158.679522	13.223293	1.652912	419.839568	210915.663487	"TCGA-09-1661"
"TCGA-24-1604-01A-01R-1566-13"	29595.408458	14841.428099	106808.49064	8540.43179	3345.619642	215.347495	527.958292	12443.158969	267.102279	1070.491206	56.513845	13451.187505	0	2.082089	2.082089	0.892324	0	0	0	0	4625.509517	4462.809131	59.190817	82.98612	1845.920652	119.86884	30.04157	126.115107	31.826218	80.904031	2.082089	198.690782	8.625797	0.297441	0	0	0	623.139505	291.789907	0.892324	5711.170229	903.626642	28.851805	328.077744	262.938101	11.302769	0	2.082089	241.224887	1.487206	918.201265	0.297441	254.609745	1207.3142	1014.869685	253.122539	248.363478	7303.968343	1.189765	149.018087	9.815563	769.778061	24.390186	2450.321356	9.22068	12.789976	14.574623	5.056502	0.297441	166.269682	246.281389	0	704.93586	1234.083917	138613.59045	1327.480482	9.815563	96.073537	0.594883	0	9.815563	2020.816131	256.691834	0.892324	2.676972	38.964809	0	0.594883	2.676972	3.271854	15.466947	0	2715.638987	514.573433	193.931722	21.415773	36.287838	1373.583882	53.241991	1116.892048	17891.688539	714.453981	193.336839	640.688541	1209.396289	186.495689	5.651385	26728.669295	55.026639	168.946653	0	13151.366683	92.504242	5.056502	692.740767	12607.941445	6866.134762	2.082089	2.082089	5.651385	2638.304252	6.543708	2.676972	24.092745	5.056502	2.082089	0	22.308097	1.189765	7.733474	1.784648	0	1.784648	0	9.815563	0	0	43.72387	24.985068	28.554364	4900.34527	2814.686937	222.188644	4.759061	9.815563	588.636315	307029.905937	"TCGA-24-1604"
"TCGA-25-1319-01A-01R-1565-13"	26001.958831	13133.047925	37036.893172	28234.915473	3688.484791	179.235834	357.361848	1173.63402	216.969694	1595.365394	93.22483	8188.247567	0	1.109819	7.768736	0.55491	0	0	0	0	3085.297945	2946.01561	331.836002	269.686115	2294.551619	270.795935	103.213205	39.398589	39.953499	291.327594	8.878555	179.235834	33.849492	6.104007	0	0	0	1207.483512	142.611793	0.55491	10476.69518	1452.198691	14.982562	325.731995	1532.660598	24.970937	0	2.219639	309.084704	7.213826	1831.756927	4.994187	172.576917	4591.322877	6951.908751	497.199093	290.772684	6807.632228	13.317833	360.136397	7.768736	1800.127074	104.877934	3688.484791	45.502596	68.253893	3.884368	5.549097	0	135.397967	194.773306	1.109819	1135.900161	723.047342	85128.142523	654.238539	80.461907	3161.320574	161.478723	0	5.549097	3603.028697	498.863822	0.55491	4.439278	17.202201	0	6.104007	5.549097	5.549097	37.17895	0	4647.368757	142.056884	40.508408	10.543284	0.55491	1559.296264	42.728047	4355.486253	14466.495939	558.239161	195.328215	2719.057541	978.860715	38.288769	4.994187	3827.212217	46.612415	67.144074	0	7237.132338	11.653104	15.537472	716.943335	5982.481501	17967.421251	0	12.762923	14.982562	3346.660415	2.774549	6.658916	22.751298	60.485158	0.55491	0	10.543284	2.219639	29.410214	4.994187	3.884368	6.104007	0	4.994187	0	0	143.721613	63.259706	59.930248	1950.507604	3374.4059	126.519412	3.884368	18.86693	1291.829787	408699.319403	"TCGA-25-1319"
"TCGA-23-1121-01A-01R-1569-13"	28318.165867	14333.398933	34283.88733	28375.358329	6332.823187	142.153201	113.875413	1805.95706	18.469726	2026.702129	119.607397	14810.93688	0	0	3.311813	0.50951	0	0	1.019019	0	3423.77767	3530.519948	172.723781	41.907171	15232.938272	521.483157	74.897923	114.894433	308.890243	103.939975	19.488745	1719.849924	6.751003	20.762519	0	0	0	719.937177	75.789565	0.382132	2092.174122	915.843649	4.712965	1154.294179	136.166462	12.482987	0	20.762519	32.60862	5.222474	995.072405	0.382132	262.015353	21058.926705	14767.246425	3449.762664	400.092476	7004.739077	1.019019	59.867387	15.412668	971.634959	16.176932	1544.323839	7.133136	12.610365	3.821323	22.800558	1.655906	1037.616463	1315.808748	0	2038.038719	2152.423642	76001.520886	501.484902	7.133136	208.134704	0	0	14.266271	1233.395557	350.54266	0.254755	1.146397	604.660612	0	0.50951	1.783284	18.724481	8.534287	0.382132	1853.34146	283.032627	83.43221	4.967719	6.623626	1198.876276	98.7175	1322.687129	43229.221399	318.698305	62.032804	401.111495	1460.764252	101.774559	21.526784	5689.821971	8.024777	21.654161	0	7786.836435	56.682952	4.585587	764.901407	8237.37037	3010.05581	19.616123	4.203455	8.279532	956.349669	220.617691	8.534287	14.138894	1.528529	0	0	35.793055	79.610887	2.420171	88.909439	0	5.222474	0	16.559065	0	0.127377	39.359623	102.284068	100.246029	8160.81654	17928.881365	15.157913	4.45821	4.967719	617.525732	307995.544338	"TCGA-23-1121"
"TCGA-29-1702-01A-01R-1567-13"	18261.753163	8967.195219	22259.02432	46808.357021	3055.385424	164.912049	480.788362	10125.271623	118.966403	630.932167	79.994651	1580.61225	0	2.051145	7.794351	0.820458	0	0	0	0	6243.274809	10384.946566	165.732507	75.482132	13778.360668	111.582282	65.636636	98.044726	63.99572	148.50289	6.153435	964.448326	109.531137	9.845495	0	0.410229	0	708.465444	202.242886	2.461374	1481.747067	727.335977	35.279692	627.650336	350.745776	15.178472	0	22.152365	298.236467	20.10122	1251.60861	3.281832	440.175693	3443.872266	3100.920841	477.096301	276.90456	10953.113699	6.563664	175.578002	14.358014	1441.544627	132.093731	2069.605192	53.329767	70.969613	3.692061	0.410229	0	89.840146	125.119838	0	777.794141	993.984813	133254.678764	422.125618	38.971753	1465.748137	54.970683	0.410229	27.89557	5465.890896	380.692491	198.550825	2.051145	8.20458	0	3.281832	2.461374	6.563664	21.742136	0.410229	12644.487774	164.50182	60.30366	25.434197	83.686711	2234.927469	26.664884	1297.964485	14850.699215	1922.332989	126.350525	249.419218	1169.152586	74.661674	6.973893	5635.315464	105.428847	84.917398	0	9328.19672	66.046865	4.10229	1897.71925	21484.101781	7317.664501	13.127327	9.435266	1.640916	1850.953147	263.367004	1.640916	15.588701	12.717098	0.410229	0	11.89664	141.118768	7.794351	62.354805	0	1.640916	0	13.537556	0.820458	0	117.735717	252.70105	241.214639	4990.435511	6447.158611	36.10015	4.512519	7.794351	1128.539917	269829.750872	"TCGA-29-1702"
"TCGA-3P-A9WA-01A-11R-A407-13"	11672.880164	5892.943203	6773.505576	389.539167	1779.959118	946.150309	381.562256	4979.143701	18317.425673	1513.175752	150.231829	123324.377773	0.221581	0	0	0	0	0	1.329485	0	1346.990101	319.298032	3.102132	1566.355161	99.711391	313.75851	92.620803	322.621745	170.617269	70.019555	1.994228	27.476028	1.329485	5.09636	0	0	0	1176.815994	5116.74542	1185.014486	16050.874967	273.209211	59.826835	102.591942	517.391328	297.583107	5.539522	0.443162	149.567086	112.3415	618.653785	24.595476	968.086815	996.449167	372.699021	211.60973	105.694074	71374.743105	0	453.797619	9.306396	3051.833305	756.698667	202.524914	195.212745	217.813994	6.647426	1.107904	0	256.812227	427.651077	28.14077	7784.135918	5631.92094	32560.643914	22131.718747	0.664743	110.790434	0.443162	0	227.12039	193812.13266	2532.669329	2.215809	3.545294	3.323713	0	3.323713	2.43739	74.00801	17.283308	0.221581	42565.463298	287.833548	94.171869	266.340204	7.75533	1408.589582	25.260219	1109.898571	27674.785759	2221.56979	736.534808	579.877133	1712.155373	22.379668	0.443162	8918.629965	713.047236	3778.175392	0	31981.653104	383.778065	3.988456	800.350098	8983.774741	19045.98357	0.664743	0.443162	78.661208	206.070208	0.221581	5.982683	51.849923	4.431617	0.221581	0.221581	1077.990926	0	4.431617	0.221581	0	0.886323	0	70.241135	0.221581	0.443162	3.323713	59.605254	68.025327	674.492164	10981.991015	1.551066	85.530215	97.938744	175.713629	58449.487871	"TCGA-3P-A9WA"
"TCGA-13-1507-01A-01R-1565-13"	54058.044953	27103.204013	182148.563223	11355.373647	4035.19564	163.75924	706.124246	1989.254874	83.629185	923.070248	35.691116	20428.615318	0	2.799303	2.44939	1.399652	0	0	0	0	3503.677935	1570.759038	84.678923	131.21734	2248.540338	126.318559	41.289723	38.49042	33.941552	353.761949	3.149216	343.264561	0	0.349913	0	0.699826	0	798.15134	32.191987	4.898781	3664.987785	951.413193	23.444165	885.629567	1250.938641	13.996516	0	1.749565	250.537641	16.445907	2301.7271	2.099477	350.612732	3724.123066	1281.730977	299.525448	69.282756	4612.551936	3.499129	37.440681	9.797561	1189.35397	26.943294	3813.000944	10.8473	21.6946	17.145732	0.699826	0	192.452099	252.287206	0	721.870326	734.117278	62940.934002	847.838973	11.547126	343.964387	0	0	5.948519	5365.914424	353.761949	3.849042	1.749565	35.691116	0.349913	0.699826	2.44939	2.799303	5.248694	0	11480.292555	621.095409	203.999225	29.742597	17.145732	1026.644468	38.840333	690.378165	21045.161859	504.574411	137.515772	797.451514	521.720144	108.473001	3.499129	4749.017969	26.943294	46.188504	0	8266.69242	13.646603	2.099477	495.126763	10465.195213	4611.502197	1.399652	1.399652	3.849042	3347.616778	5.948519	5.248694	11.197213	10.8473	0.349913	0	7.698084	3.849042	17.845558	1.749565	0.349913	1.049739	0	8.047997	0	0	27.64312	33.241726	31.492162	6054.892937	5760.26627	11.547126	1.399652	12.246952	258.235725	237114.982081	"TCGA-13-1507"
"TCGA-24-1466-01A-01R-1566-13"	43679.5617	21987.611867	47820.419755	28036.496776	4309.353623	321.095327	616.757361	603.510854	216.182993	976.002628	37.090219	48928.887452	0	1.589581	1.059721	0	0	0	0	0	4693.502323	2588.367448	157.898362	90.076247	829.231332	199.227464	67.822115	96.96443	62.523513	128.756047	9.537485	119.748422	8.477764	0	0	0	0	551.054687	222.011456	7.418044	2876.611438	966.465143	23.313852	621.526104	419.119478	27.552734	0	2.649301	163.726825	11.656926	2907.873194	1.059721	126.106746	1616.603702	996.667179	182.801795	115.50954	10394.269031	4.768742	272.348182	10.067345	4766.093181	181.212214	2104.605016	41.858962	84.777644	5.828463	6.888184	0.52986	105.972055	184.391376	0	349.707782	649.608698	130531.608815	260.161395	36.030499	1310.874322	4.768742	0	4.238882	3998.325642	859.433367	10.067345	2.649301	24.903433	1.059721	60.404071	2.649301	6.358323	7.947904	0.52986	4479.968632	607.219876	204.526066	42.918682	73.650578	3021.793153	258.041954	2339.333118	26532.753313	914.008976	367.723031	1308.225021	3029.741057	164.256686	1.589581	13493.421785	58.814491	92.725548	0	15583.720573	73.650578	5.828463	1033.227538	7351.811327	6205.723551	69.941556	7.418044	15.895808	4486.856816	4.238882	14.836088	56.165189	68.881836	1.059721	0	4.768742	2.119441	34.970778	2.649301	0.52986	1.059721	0	98.024151	1.059721	0	33.381197	11.656926	11.127066	3381.03842	3614.176942	42.388822	11.127066	20.664551	1222.387656	294240.948662	"TCGA-24-1466"
"TCGA-09-1668-01B-01R-1566-13"	28621.772788	14407.543156	62991.78004	5204.47557	4469.470678	358.715468	1347.508969	2428.307302	134.38908	2001.880413	109.061907	4003.243946	1.033762	0	1.550643	3.101286	0	0	0	0	4342.317933	2398.845081	36.698557	231.045842	2167.282358	208.303074	65.643897	234.147128	115.781361	269.295041	5.685692	413.504862	54.789394	3.101286	0	0.516881	0	812.020173	190.729118	18.090838	6509.08341	813.053935	131.804675	1244.649635	2024.623181	39.282962	0	3.101286	737.072417	19.641481	3328.197258	4.65193	378.87383	5731.177388	2889.365224	712.779006	140.591653	1801.847436	1.550643	633.17932	14.989551	1564.082141	48.06994	2675.376457	10.337622	24.810292	2.584405	2.067524	0	134.905961	218.123815	1.033762	741.724346	801.16567	73608.517373	1295.820861	82.700972	2101.638461	2.067524	0	24.810292	20126.315398	759.298303	2.067524	6.202573	39.282962	0	1.033762	4.135049	1.550643	6.719454	0	8638.633449	852.853778	254.30549	253.788609	158.16561	3030.473758	311.162409	3968.096032	16080.687204	877.66407	197.965453	3573.198889	2622.654588	117.848886	10.337622	9809.885971	64.610135	103.893097	0	8708.412395	165.918826	4.135049	592.345715	20243.647402	3566.479435	17.057076	18.607719	28.428459	6249.092228	8.786978	10.337622	169.020112	17.057076	0	0	18.090838	6.202573	4.65193	1.550643	0.516881	11.888265	0	54.789394	0	0	86.31914	10.337622	9.303859	8158.450928	6949.982969	47.553059	1.033762	9.82074	195.897928	291671.857014	"TCGA-09-1668"
"TCGA-24-2029-01A-01R-1567-13"	33677.584239	16902.899627	73584.563907	25313.533196	1904.230394	323.364145	708.913702	7640.212841	143.139513	1120.468068	84.119903	33785.899921	0	0	0.452258	0.678386	0	0	0.226129	0	4485.490334	5831.861047	313.640608	166.204648	3199.269875	122.109537	76.883783	76.657654	104.923751	364.519582	5.879348	444.795296	4.296447	1.582901	0	0.226129	0.226129	1841.140467	227.033288	4.974833	5300.458431	1760.186366	96.104728	86.833449	1514.38439	47.034785	0	5.653219	650.798608	30.527384	1390.691952	5.427091	578.211272	5757.916938	1958.5013	812.706809	183.616563	7398.255055	11.08031	76.657654	6.783863	1751.367344	160.551429	2840.177384	70.09992	79.597328	30.979642	18.542559	1.130644	369.268286	475.774938	0	590.874483	791.224575	133625.144977	2119.731115	11.532567	1915.762962	2.035159	0	67.386374	19285.166246	217.309751	0.452258	4.748704	43.642853	0	0.904515	4.974833	14.472241	22.386748	0	20922.564689	541.57841	158.290141	106.958909	183.842692	1173.60833	47.260913	2185.308459	19274.764323	1224.713433	120.300507	564.869674	1203.683457	110.803099	8.592893	15154.698085	132.963718	173.893026	0	15398.691031	107.185038	0.678386	1266.999513	15728.61291	3870.87233	14.472241	4.974833	1.80903	1323.983964	2.035159	3.844189	143.365642	33.467058	0	0	7.009992	4.522575	16.281272	3.61806	0	2.939674	0	10.628052	0	0	38.215763	68.517018	62.63767	4520.540294	6854.641485	32.562543	4.296447	12.437082	1159.136089	173442.577651	"TCGA-24-2029"
"TCGA-61-2097-01A-02R-1568-13"	65315.230792	32886.204931	74932.814273	13347.114642	12116.262135	975.734384	300.780569	1904.512245	105.374877	763.690554	104.820272	8475.837448	0	0	0.184868	0.739473	0	0	0.924341	0	5625.3546	2262.971694	68.770972	139.02089	5464.70413	136.98734	39.192059	54.720989	22.369053	502.286912	10.722356	930.626542	13.680247	1.663814	0	0	0	2393.858382	92.618971	1.848682	11100.226482	4415.022464	53.611779	182.649786	215.926063	34.570354	0	8.688806	187.45636	31.982199	1064.471123	2.588155	404.6765	3529.134027	1244.717622	455.330388	163.053757	10745.834134	47.695997	125.525511	6.840124	1381.520094	94.097916	2026.52526	51.023624	77.829514	12.571038	0.369736	0	795.487885	977.952803	0.369736	1265.977466	4681.787284	157483.492656	2172.571141	5.915783	9678.40512	1.848682	0.369736	41.965082	10363.896423	286.360849	0	6.840124	83.005824	0.369736	0.369736	0.739473	1.109209	17.192743	0.369736	13391.483011	390.811385	151.40706	161.205074	42.519687	1256.364319	20.150634	1180.568355	10863.225444	1634.604666	139.945231	247.723394	582.889449	45.477578	24.957208	8623.732012	36.788773	37.158509	0	5166.511716	92.249234	3.327628	1355.453677	32579.138843	2742.889553	0	1.663814	1.109209	2086.052822	18.301952	2.403287	89.661079	7.579596	0	0.369736	28.83944	9.613147	19.965766	13.495379	0	0.554605	0	3.882232	0	1.109209	54.905857	26.621021	30.318386	5507.038949	9625.717681	17.192743	2.03355	16.268402	521.882942	139522.067625	"TCGA-61-2097"
"TCGA-30-1880-01A-01R-1568-13"	53298.412162	26898.534315	138668.602448	35710.49923	4166.292547	298.788057	447.928445	4969.824435	78.121156	339.370475	32.465935	8568.977683	0	0	0.50728	2.029121	0	0	0	0	4989.101084	2970.12576	250.596435	24.349451	1383.860474	83.193958	26.378572	63.410029	25.364012	154.213191	3.043681	143.560306	2.029121	1.521841	0	0	0	826.359498	77.613876	1.01456	1108.407307	649.318697	42.104259	1313.348521	2038.759253	11.667445	0	0.50728	92.325002	3.043681	633.59301	0	454.015808	8007.925746	749.252903	488.003583	119.210855	1068.332169	67.975551	23.334891	12.682006	631.056609	21.81305	2287.833847	14.203847	25.871292	19.276649	1.01456	0	175.51896	228.276105	0	563.588338	1151.526127	96316.283137	1119.567473	8.623764	351.037921	0	0	17.247528	1664.386442	276.467727	0	2.029121	25.364012	0	0.50728	0.50728	1.01456	5.580083	0	4295.649007	220.159621	73.555634	15.218407	20.291209	898.393291	35.002336	561.559217	5619.650413	719.323369	60.366348	438.290121	671.639028	68.482831	1.01456	14237.834279	45.147941	48.191622	0	3225.287717	35.002336	0.50728	1033.837113	22215.323211	2981.793205	8.116484	1.521841	0.50728	3292.755988	4.058242	1.01456	7.609203	9.131044	0	0.50728	7.101923	2.536401	3.043681	1.521841	0	1.01456	0	0	0	0	18.262088	5.072802	7.609203	8483.247324	2914.324934	98.412365	0.50728	6.594643	908.031616	218560.166226	"TCGA-30-1880"
"TCGA-09-1666-01A-01R-1566-13"	49035.78445	24641.58878	80710.45779	43958.958173	4093.066309	158.389714	437.751389	3269.149171	129.690661	1157.407407	74.108949	7394.547325	0	0	1.453117	1.089837	0	0	0	0	5901.106694	4319.752505	272.096092	71.929274	493.69638	160.569389	17.074121	63.937132	47.226291	145.311664	7.992142	80.284695	5.449187	0	0	0	0	975.767827	102.081444	2.906233	2425.25168	1477.456348	110.436865	403.966427	908.197903	11.988212	0	0	594.324708	19.617075	1231.879635	1.453117	366.911953	4808.726256	1651.103787	862.424729	67.206645	11714.29983	0.726558	317.142708	9.808537	1515.963939	111.526702	1954.805166	54.491874	85.733882	15.257725	0	0.363279	47.952849	55.944991	0	429.759248	647.000186	112177.698728	818.46795	125.69459	1996.21899	11.624933	0	21.79675	5869.864686	191.448118	1.089837	2.542954	4.722629	0	2.906233	3.996071	18.527237	21.070191	0	6078.750203	328.041083	125.331311	59.941062	41.413824	2028.550836	53.038758	947.068773	31288.507591	1007.009835	167.471693	251.752459	1240.235056	73.74567	1.089837	13271.677594	63.573853	87.550278	0	17510.055567	65.02697	1.089837	1393.902141	22362.012043	4952.221525	22.886587	1.453117	0.363279	1348.855525	1.453117	1.816396	16.710841	5.812467	1.089837	0	4.722629	1.453117	17.074121	2.542954	0	2.906233	0	4.722629	0	0	34.148241	23.613145	26.519379	7791.974727	11148.674176	124.604752	7.265583	8.7187	1592.252563	220813.062356	"TCGA-09-1666"
